Client Name,CTR,CPS,ROAS,Conversion Rate,Cluster
ABC,0.03150307230566216,0.6822728898667206,75.85667632269144,0.06026153450636383,2
DEF,0.02092652114167795,0.2390008131116692,32.93502619492463,0.0742015028429133,0
XYZ,0.002548064964042879,17.831629419589145,10.736872474529418,0.023316192992898645,1
